71960421000102-ESTAMPARIA DE METAIS RQM - PRODUTOS CADASTRADOS - 20/07/2026-14:46:21;;;;;;;;;;
CÓDIGO;CÓD BARRAS;DESCRIÇÃO;GRUPO;MARCA;CÓD FAB;OBS;TIPO;SITUAÇÃO;;
;;;;;;;TODOS;ATIVO;;
CÓDIGO;CÓD BARRAS;DESCRIÇÃO;;NCM;UNIDADE;CUSTO;PREÇO 1;PREÇO 2;QTDE ATUAL;INCLUSÃO
651;;PONTEIRA INT QUAD 30 X 30 ;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,16;0,35;0,35;153;30/04/2025
652;;PONTEIRA INT QUAD 40 X 40;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,5;1;1;307;30/04/2025
653;;PONTEIRA INT QUAD 50 X 50;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,38;1;1;91;30/04/2025
654;;PONTEIRA INT QUAD 60 X 60;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,4;1;1;100;30/04/2025
655;;PONTEIRA INT QUAD 80 X 80;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;1,35;2,7;2,7;52;30/04/2025
656;;PONTEIRA INT QUAD 100 X 100;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;2,1;4,2;4,2;93;30/04/2025
657;;PONTEIRA INT RET 30 X 20;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,09;0,2;0,2;8;30/04/2025
658;;PONTEIRA INT RET 40 X 20;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,1;0,2;0,2;149;30/04/2025
659;;PONTEIRA INT RET 50 X 20;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,13;0,3;0,3;84;30/04/2025
660;;PONTEIRA INT RET 40 X 30;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,11;0,3;0,3;92;30/04/2025
661;;PONTEIRA INT RET 50 X 30;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,15;0,3;0,3;150;30/04/2025
662;;PONTEIRA INT RET 60 X 40;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,23;0,5;0,5;65;30/04/2025
663;;PONTEIRA INT RET 70 X 30;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,5;1;1;200;30/04/2025
664;;PONTEIRA INT RET 80 X 40;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,32;0,7;0,7;77;30/04/2025
665;;PONTEIRA INT RET 100 X 40;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,56;1,2;1,2;0;30/04/2025
666;;PONTEIRA INT RET 100 X 50;PONTEIRAS E ACESSÓRIOS;3926.30.00;UN;0,59;1,2;1,2;-2;30/04/2025
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
678;;CURVA GALV 1 - 180 GRAUS;CONEXÕES GALVANIZADAS;7307.93.00;UN;8,9;14;14;10;02/05/2025
679;;CURVA GALV 1 1/4 - 180 GRAUS;CONEXÕES GALVANIZADAS;7307.93.00;UN;13,43;20,2;20,2;10;02/05/2025
680;;CURVA GALV 1 1/2 - 180 GRAUS;CONEXÕES GALVANIZADAS;7307.93.00;UN;14,98;25;25;5;02/05/2025
681;;CURVA GALV 2 - 180 GRAUS;CONEXÕES GALVANIZADAS;7307.93.00;UN;29,9;45;45;5;02/05/2025
682;;CURVA ACESSIBILIDADE U 1 - 180 GRAUS;DIVERSOS;7307.92.00;PC;0;0;0;10;02/05/2025
683;;CURVA ACESSIBILIDADE U 1 1/4 - 180 GRAUS;DIVERSOS;7307.92.00;PC;12;24;24;10;02/05/2025
684;;CURVA ACESSIBILIDADE U 1 1/2 - 180 GRAUS;DIVERSOS;7307.92.00;PC;14,25;28,5;28,5;0;02/05/2025
685;;CURVA ACESSIBILIDADE U 2;DIVERSOS;7307.92.00;PC;19,99;39,98;39,98;5;02/05/2025
689;;CANOPLA PLASTCA A 1 1/2;DIVERSOS;3917.29.00;UN;1,75;2,7;2,7;143;02/05/2025
690;;CANOPLA PLASTICA B 2;DIVERSOS;3917.29.00;UN;3,1;4,7;4,7;45;02/05/2025
691;;KIT JOCEC N1;DIVERSOS;8302.20.00;UN;116,4;174,6;174,6;-1;02/05/2025
692;;KIT JOCEC N2;DIVERSOS;8302.20.00;UN;127,7;191,55;191,55;4;02/05/2025
693;;GONZO JOCEC COM ABA E CHUMBADOR 04;GONZOS;8302.10.00;UN;14,2;21,3;21,3;58;02/05/2025
694;;LUVA DE RASPA 20 CM;CONEXÕES GALVANIZADAS;4203.29.00;UN;13,86;20;20;0;02/05/2025
695;;PUXADOR TIPO ALCA;DIVERSOS;8302.42.00;UN;6,21;12,42;12,42;4;02/05/2025
696;;VIGA W 150 X 13;PERFIS E CANTONEIRAS;7216.33.00;BR;616,2;863;863;4;02/05/2025
697;;VIGA W 150 X 18;PERFIS E CANTONEIRAS;7216.33.00;BR;853,2;1195;1195;1;02/05/2025
700;;VIGA W 200 X 15;PERFIS E CANTONEIRAS;7216.33.00;BR;711;995,5;995,5;4;02/05/2025
701;;VIGA W 200 X 19,3;PERFIS E CANTONEIRAS;7216.33.00;BR;916,4;1283;1283;0;02/05/2025
705;;VIGA W 250 X 17,9;PERFIS E CANTONEIRAS;7216.33.00;BR;853,2;1195;1195;4;02/05/2025
710;;VIGA W 310 X 21;PERFIS E CANTONEIRAS;7216.33.00;BR;995,4;1395;1395;4;02/05/2025
714;;COTOVELO 1;CONEXÕES GALVANIZADAS;7307.92.00;PC;3,25;6,5;6,5;26;02/05/2025
715;;COTOVELO 1 1/4;CONEXÕES GALVANIZADAS;7307.92.00;PC;3,28;6,56;6,56;10;02/05/2025
716;;COTOVELO 1 1/2;CONEXÕES GALVANIZADAS;7307.92.00;PC;4,65;9,3;9,3;47;02/05/2025
717;;COTOVELO 2;CONEXÕES GALVANIZADAS;7307.92.00;PC;7,9;15,8;15,8;-5;02/05/2025
718;;COTOVELO 2 1/2;CONEXÕES GALVANIZADAS;7307.92.00;PC;0;0;0;8;02/05/2025
719;;COTOVELO 3;CONEXÕES GALVANIZADAS;7307.92.00;PC;0;0;0;5;02/05/2025
720;;COTOVELO 4;CONEXÕES GALVANIZADAS;7307.93.00;UN;63,36;95,1;95,1;3;02/05/2025
721;;CURVA LONGA 1;DIVERSOS;7307.92.00;PC;7,35;14,7;14,7;5;02/05/2025
722;;CURVA LONGA 1 1/4;DIVERSOS;7307.92.00;PC;9,5;19;19;5;02/05/2025
723;;CURVA LONGA 1 1/2;DIVERSOS;7307.92.00;PC;11,1;22,2;22,2;-6;02/05/2025
724;;CURVA LONGA 2;DIVERSOS;7307.92.00;PC;14,99;29,98;29,98;-1;02/05/2025
725;7,8983E+12;ELETRODO ELETRON LATA 20KG 2,5;TINTAS E QUÍMICOS;8301.10.00;KG;440;440;440;0;10/05/2025
726;7,8983E+12;ELETRODO ELETRON LATA 20KG 1/8;TINTAS E QUÍMICOS;8301.10.00;KG;410;410;410;0;10/05/2025
727;;GUIA PORTAO DE CORRER 1 ROL;PORTAS DE AÇO;8302.20.00;UN;17,01;25,5;25,5;5;10/05/2025
728;;GUIA PORTAO CORRER INT 2 ROL;PORTAS DE AÇO;8302.20.00;UN;35;55;55;7;10/05/2025
729;;CLIPS P/ CABO ACO 3/16;FIXADORES E SOLDA;7326.90.90;UN;3,97;3,97;3,97;0;10/05/2025
730;;TRINCO CHATO 06;TRINCOS E FECHADURAS;8301.50.00;UN;9,17;15,59;15,59;22;10/05/2025
731;7,89967E+12;OLEO DESENG COLOR LUB 250ML;DIVERSOS;3403.19.00;UN;6,75;10;10;19;10/05/2025
732;;LUVA DE VAQUETA MISTA;CONEXÕES GALVANIZADAS;4203.29.00;PR;13,68;20;20;0;10/05/2025
734;7,89871E+12;APLICADOR DE SILICONE SUCESSO;DIVERSOS;8205.59.00;UN;0;0;0;0;10/05/2025
735;7,8983E+12;DISCO CORTE INOX 4 1/2 X 1/16 X 7/8 - STILEX;DISCOS;6804.22.11;UN;1,62;3,24;3,4;2;12/05/2025
736;;ESCUDO DE SOLDA LEDAN;FIXADORES E SOLDA;3926.90.90;UN;16,5;25;25;10;14/05/2025
737;;TRENA EMBOR 5MTR SUCESSO;DIVERSOS;9017.80.10;UN;10,5;16;16;8;14/05/2025
738;;MASCARA AUTOM GALZER FIXA;DIVERSOS;3926.90.90;UN;69;100;100;4;14/05/2025
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
742;7,89855E+12;LENTE PRETA N 10;PERFIS E CANTONEIRAS;7015.90.20;UN;6,62;6,62;6,62;69;15/05/2025
743;7,89855E+12;LENTE PRETA N 12;PERFIS E CANTONEIRAS;7015.90.20;UN;6,62;6,62;6,62;35;15/05/2025
744;;CANOPLA FERRO QUAD 30 X 30;DIVERSOS;7307.99.00;UN;5,65;8,5;8,5;20;15/05/2025
745;;CANOPLA FERRO QUAD 40 X 40 ;DIVERSOS;7307.99.00;UN;5,65;8,5;8,5;0;15/05/2025
746;;CANOPLA FERRO QUAD 50 X 50;DIVERSOS;7307.99.00;UN;5,65;9;9;9;15/05/2025
747;;CANOPLA FERRO QUAD 25 X 25;DIVERSOS;7307.99.00;UN;5,65;8,6;8,6;20;15/05/2025
748;;BOLA ALUMINIO PEQUENA 1/2;DIVERSOS;7616.99.00;UN;2,49;3,8;3,8;100;15/05/2025
749;;BOLA ALUMINIO GRANDE 5/8;DIVERSOS;7616.99.00;UN;2,49;3,6;3,6;50;15/05/2025
750;;FECHO BATE FECHA;TRINCOS E FECHADURAS;8301.50.00;UN;9,95;15;15;1;15/05/2025
751;7,8916E+12;PINCEL ROMA 302 A 3/4;DIVERSOS;9603.30.00;UN;1,36;2,5;2,5;11;15/05/2025
752;7,8916E+12;PINCEL ROMA 302 B 1;DIVERSOS;9603.30.00;UN;1,66;2,8;2,8;6;15/05/2025
753;7,8916E+12;PINCEL ROMA 302 C 1 1/2;DIVERSOS;9603.30.00;UN;2,38;3,7;3,7;3;15/05/2025
754;7,8916E+12;PINCEL ROMA 302 D 2;DIVERSOS;9603.30.00;UN;3,14;5;5;1;15/05/2025
755;7,89855E+12;ABAFADOR DE RUIDOS TIPO CONCHA;DIVERSOS;3926.90.90;UN;1;1;1;4;15/05/2025
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
;;;DIVERSOS;;;;;;;
764;;LANCA DE ALUMINIO 1/2 - 1 PONTA;DIVERSOS;7616.99.00;UN;2,49;3,8;3,8;92;15/05/2025
765;;LANCA ALUMINIO 1/2 - 3 PONTAS;DIVERSOS;7616.99.00;UN;2,49;3,8;3,8;48;15/05/2025
766;;CADEIRINHA P/ TOLDO 20 X 20;DIVERSOS;7308.90.10;UN;1,2;2;2;63;16/05/2025
767;;CADEIRINHA P/ TOLDO 25 X 25;DIVERSOS;7308.90.10;UN;1,2;2;2;70;16/05/2025
768;;CADEIRINHA P/ TOLDO 30 X 30;DIVERSOS;7308.90.10;UN;1,2;2;2;76;16/05/2025
773;;CAIXA 13 X 13 C/ 2,5 - 18 GALV - 10,3;REPUXADOS E ESTAMPARIA;7216.91.00;UN;92,7;125,15;129,78;0;17/05/2025
774;;CAIXA 13 X 13 C/ 3,0 - 18 GALV - 12,3;REPUXADOS E ESTAMPARIA;7216.91.00;UN;110,7;149,45;154,98;0;17/05/2025
775;;CAIXA 15 X 15 C/2,5 - CHAPA 18 - 11,8;REPUXADOS E ESTAMPARIA;7216.91.00;UN;106,2;175,23;175,23;0;17/05/2025
776;;CAIXA 15 X 15 C/ 3,0 - CHAPA 18 - 14,2;REPUXADOS E ESTAMPARIA;7216.91.00;UN;127,8;210,87;210,87;-2;17/05/2025
777;;CAIXA 18 X 18 C/ 2,5 - CHAPA 18 - 14;REPUXADOS E ESTAMPARIA;7216.91.00;UN;126;207,9;207,9;0;17/05/2025
778;;CAIXA 18 X 18 C/ 3,0 - CHAPA 18 - 16,8;REPUXADOS E ESTAMPARIA;7216.91.00;UN;151,2;249,48;249,48;-3;17/05/2025
779;;CAIXA 20 X 20 C/ 3,0 - CHAPA 18 - 18,6;REPUXADOS E ESTAMPARIA;7216.91.00;UN;167,4;276,21;276,21;0;17/05/2025
780;;TAMPA 13 - 2,5 M - CH 16 - 4,59;REPUXADOS E ESTAMPARIA;7216.91.00;UN;41,31;55,77;57,83;0;17/05/2025
781;;TAMPA 13 - 3,0 - CH 16 - 5,51;REPUXADOS E ESTAMPARIA;7216.91.00;UN;49,59;66,95;69,43;0;17/05/2025
782;;TAMPA 15 - 2,5 - CH 16 - 5,3;REPUXADOS E ESTAMPARIA;7216.91.00;UN;47,7;64,4;66,78;3;17/05/2025
783;;TAMPA 15 - 3,0 M - CH 16 - 6,3;REPUXADOS E ESTAMPARIA;7216.91.00;UN;56,7;76,55;79,38;5;17/05/2025
784;;TAMPA 18 - 2,5 M - CH 16 - 6,2;REPUXADOS E ESTAMPARIA;7216.91.00;UN;55,8;75,33;78,12;4;17/05/2025
785;;TAMPA 18 - 3,0 M - CH 16 - 7,5;REPUXADOS E ESTAMPARIA;7216.91.00;UN;67,5;91,13;94,5;5;17/05/2025
786;;TAMPA 20 - 2,5 M - CH 16 - 6,9;REPUXADOS E ESTAMPARIA;7216.91.00;UN;62,1;83,84;86,94;2;17/05/2025
787;;TAMPA 20 - 3,0 M - CH 16 - 8,5;REPUXADOS E ESTAMPARIA;7216.91.00;UN;76,5;103,28;107,1;2;17/05/2025
788;;CAIXA CONTRA PESO 13 X 13 - 18 GALV - 4,4;REPUXADOS E ESTAMPARIA;7216.91.00;UN;70;70;70;0;17/05/2025
789;;CAIXA CONTRA PESO 15 X 15 - 18 GALV - 5,2;REPUXADOS E ESTAMPARIA;7216.91.00;UN;93,32;93,32;93,32;0;17/05/2025
790;;CAIXA CONTRA PESO 18 X 18 - 18 GALV - 64;REPUXADOS E ESTAMPARIA;7216.91.00;UN;134,38;134,38;134,38;-2;17/05/2025
791;;CAIXA CONTRA PESO 20 X 20 - 18 GALV - 7,2;REPUXADOS E ESTAMPARIA;7216.91.00;UN;165,9;165,9;165,9;-4;17/05/2025
792;;GUIA LATERAL 2,5 M CH 16 GALV - 4,6;PORTAS DE AÇO;7216.91.00;BR;79,52;79,52;79,52;-3;17/05/2025
793;;GUIA LATERAL 3,0 M CH 16 GALV - 5,5;PORTAS DE AÇO;7216.91.00;BR;95,06;95,06;95,06;-9;17/05/2025
794;;TRAVESSAO P/ KIT 13 X 8 X 3,0 - CH 16 - 15;DIVERSOS;7216.91.00;BR;0,01;0,01;0,01;0;17/05/2025
795;;TRAVESSAO P/ KIT 15 X 8 X 3,0 - CH 16 - 17,3;DIVERSOS;7216.91.00;BR;246,8;246,8;246,8;0;17/05/2025
796;;TRAVESSAO P/ KIT - 18 X 8 X 3,0 - CH 16 - 19,5;DIVERSOS;7216.91.00;BR;279,52;279,52;279,52;0;17/05/2025
797;;TRAVESSAO P/ KIT - 20 X 8 X 3,0 - CH 16 - 21;DIVERSOS;7216.91.00;BR;300,33;300,33;300,33;0;17/05/2025
798;;CAIXA 20 X 20 C/ 2,5 - CHAPA 18 - 15,5;REPUXADOS E ESTAMPARIA;7216.91.00;UN;139,5;230,18;230,18;0;17/05/2025
799;;TELHA TRAP 40 X 043 (MTR);TELHAS;6811.82.00;MT;30,9;42;42;0;20/05/2025
800;;MINI GUIA STANLEY GALV C/ 6 MT;PORTAS DE AÇO;7216.91.00;BR;74,8;105;105;9;21/05/2025
801;;KIT BASC 180 X 2500 CH 18 GALV - 58;KITS BASCULANTE;7216.91.00;UN;522;704,7;730,8;0;21/05/2025
802;7,89772E+12;GALVANITEX SOLVENTEX PRETO - 900ML;TINTAS E QUÍMICOS;3208.90.10;UN;26,1;37;37;15;21/05/2025
804;7,89395E+12;BROCA AR VONDER ( 5/64 ) 2.00 MM;DIVERSOS;8207.50.11;UN;1,59;2,5;2,5;10;21/05/2025
805;7,89395E+12;BROCA AR VONDER ( 1 ) 25, 0 MM;DIVERSOS;8207.50.11;UN;1,94;3;3;10;21/05/2025
806;7,89395E+12;BROCA AR VONDER ( 1/8 ) 3.00 MM;DIVERSOS;8207.50.11;UN;2,41;3,7;3,7;10;21/05/2025
807;7,89395E+12;BROCA AR VONDER ( 9/64 ) 3.50 MM;DIVERSOS;8207.50.11;UN;3,31;5;5;8;21/05/2025
808;7,89395E+12;BROCA AR VONDER ( 5/32 ) 4.00 MM;DIVERSOS;8207.50.11;UN;3,71;5,6;5,6;16;21/05/2025
809;7,89395E+12;BROCA AR VONDER ( 13/64 ) 5.00 MM;DIVERSOS;8207.50.11;UN;4,9;7,5;7,5;7;21/05/2025
810;7,89395E+12;BROCA AR VONDER ( 1/4 ) 6.00 MM;DIVERSOS;8207.50.11;UN;6,14;9,5;9,5;16;21/05/2025
811;7,89395E+12;BROCA AR VONDER ( 9/32 ) 7.00 MM;DIVERSOS;8207.50.11;UN;8,07;12;12;9;21/05/2025
812;7,89395E+12;BROCA AR VONDER ( 5/16 ) 8.00 MM;DIVERSOS;8207.50.11;UN;10,69;16;16;16;21/05/2025
813;7,89395E+12;BROCA AR VONDER ( 3/8 ) 9.00MM;DIVERSOS;8207.50.11;UN;14,29;21,5;21,5;10;21/05/2025
814;7,89395E+12;BROCA AR VONDER ( 1/2 ) 12, 00 MM;DIVERSOS;8207.50.11;UN;27,08;40,7;40,7;10;21/05/2025
815;7,89395E+12;BROCA VIDEA VONDER ( 5/32 ) 4.00 MM;DIVERSOS;8207.50.11;UN;1,76;2,7;2,7;10;21/05/2025
816;7,89395E+12;BROCA VIDEA VONDER ( 13/64 ) 5.00 MM;DIVERSOS;8207.50.11;UN;1,96;3;3;10;21/05/2025
817;7,89395E+12;BROCA VIDEA VONDER ( 1/4 ) 6.00 MM;DIVERSOS;8207.50.11;UN;2,55;4;4;20;21/05/2025
818;7,89395E+12;BROCA VIDEA VONDER ( 9/32 ) 7.00 MM;DIVERSOS;8207.50.11;UN;4,5;6,8;6,8;10;21/05/2025
819;7,89395E+12;BROCA VIDEA VONDER ( 5/16 ) 8.00 MM;DIVERSOS;8207.50.11;UN;4,5;6,8;6,8;20;21/05/2025
820;7,89395E+12;ALICATE UNIVERSAL 8 CRV VONDER;PERFIS E CANTONEIRAS;8203.20.10;UN;32,8;49,2;49,2;0;21/05/2025
821;7,89395E+12;ALICATE DE CORTE 6 VONDER;PERFIS E CANTONEIRAS;8203.20.10;UN;29,9;40,4;40,4;0;21/05/2025
822;7,89395E+12;ALICATE DE BICO 6 (954);PERFIS E CANTONEIRAS;8203.20.10;UN;20,5;30,8;30,8;0;21/05/2025
823;7,89395E+12;ALICATE DE CORTE 6 (954);PERFIS E CANTONEIRAS;8203.20.10;UN;21,4;32;32;0;21/05/2025
824;7,89395E+12;ALICATE UNIVERSAL 8 (954);PERFIS E CANTONEIRAS;8203.20.10;UN;22,9;34,4;34,4;0;21/05/2025
825;7,89395E+12;ESQUADRO MAGNETICO 10KG VDR;DIVERSOS;8505.19.10;UN;22,04;33;33;6;21/05/2025
826;7,89395E+12;ALICATE DE PRESSAO 10 VONDER;PERFIS E CANTONEIRAS;8203.20.10;UN;45,15;68;68;0;21/05/2025
827;7,89395E+12;ALICATE DE PRESSAO 10 (954);PERFIS E CANTONEIRAS;8203.20.10;UN;37,16;56;56;0;21/05/2025
828;7,89395E+12;ESTILETE VONDER 18MM;PERFIS E CANTONEIRAS;8211.93.90;UN;8,72;13;13;9;21/05/2025
829;7,89395E+12;LAMINA DE ESTILETE 18MM VONDER;PERFIS E CANTONEIRAS;8211.94.00;UN;4,82;7,5;7,5;18;21/05/2025
830;;ESTICADOR CABO DE ACO B 1/4;FIXADORES E SOLDA;7326.90.90;UN;2,04;3;3;16;21/05/2025
831;;ESTICADOR CABO DE ACO B 5/16;FIXADORES E SOLDA;7326.90.90;UN;3,28;5;5;23;21/05/2025
832;;ESTICADOR CABO DE ACO C 3/8;FIXADORES E SOLDA;7326.90.90;UN;3,86;5,8;5,8;10;21/05/2025
833;7,89701E+12;PILHA ALC PALITO AAA (2PC) ELGIN;DIVERSOS;8506.10.19;UN;3,95;6;6;4;21/05/2025
834;7,89701E+12;PILHA ALC A23 ELGIN;DIVERSOS;8506.10.32;UN;2,69;4,5;4,5;10;21/05/2025
835;;SOQUETE MAGNETICO D 7/16;PERFIS E CANTONEIRAS;8207.90.00;UN;3,25;6;6;4;27/05/2025
836;7,89395E+12;ALICATE DE BICO 6 VONDER;PERFIS E CANTONEIRAS;8203.20.10;UN;27,87;42;42;0;31/05/2025
837;;SAPATA (3MM) 100 X 100;DIVERSOS;7308.90.10;UN;4,4;4,4;4,4;-18;05/06/2025
838;;SAPATA (3MM) 150 X 150;DIVERSOS;7308.90.10;UN;9,9;9,9;9,9;-8;05/06/2025
839;;SAPATA (3MM) 200 X 200;DIVERSOS;7308.90.10;UN;17,65;17,65;17,65;0;05/06/2025
840;;SAPATA (3MM) 300 X 300;DIVERSOS;7308.90.10;UN;93,7;93,7;93,7;0;05/06/2025
841;;DOBRADICA 3 1/2 X 3 C/A;DOBRADIÇAS;8302.20.00;UN;10,14;10,14;10,14;14;06/06/2025
842;;CABO DE ACO GALV 3/16;FIXADORES E SOLDA;7312.10.90;MTL;8,8;8,8;8,8;0;06/06/2025
843;;ARAME MIG DENVER 0.80MM (ROLO 15KG);FIXADORES E SOLDA;7229.20.00;UN;180;275,4;275,4;-2;12/06/2025
844;;ARAME RECOZIDO;FIXADORES E SOLDA;7229.20.00;UN;0,01;0,01;0,01;0;12/06/2025
845;7,89386E+12;FECH STAM 701/100 - SOBREPOR;TRINCOS E FECHADURAS;8301.40.00;PC;50,5;80,8;80,8;11;14/06/2025
847;7,89386E+12;FECH STAM 600/11 - TETRA;TRINCOS E FECHADURAS;8301.40.00;PC;64,7;103,52;103,52;4;14/06/2025
848;7,89386E+12;FECH STAM 401/07;TRINCOS E FECHADURAS;8301.40.00;PC;61,3;98,08;98,08;5;14/06/2025
849;;TUBO QUA 120 X 120 P 2,65 - 59,00;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;454,3;613,31;636,02;0;14/06/2025
852;7,89386E+12;FECH STAM 1940 - TETRA;TRINCOS E FECHADURAS;8301.40.00;PC;38,01;68,12;53,5;4;14/06/2025
853;7,89386E+12;FECH STAM 940 - INOX;TRINCOS E FECHADURAS;8301.40.00;PC;45,3;72,48;72,48;7;14/06/2025
854;7,89386E+12;FECH STAM 801 ATUAL - 803/04 COLONIAL;TRINCOS E FECHADURAS;8301.40.00;PC;68,13;109,01;109,01;7;14/06/2025
855;7,89386E+12;FECH STAM 1701/100 - SOBREPOR;TRINCOS E FECHADURAS;8301.40.00;PC;67,9;108,64;108,64;0;14/06/2025
858;;TUBO QUA 25 X 25 P 0,80 GALV - 3,70;TUBOS GALVANIZADOS / AÇO;7306.61.00;BR;32,56;42,33;43,96;0;11/07/2025
861;;KIT BASC 130 X 2500 CH 18 GALV - 44,3;KITS BASCULANTE;7216.91.00;UN;397,8;537,03;556,92;-1;21/07/2025
862;;KIT BASC 130 X 3000 CH 18 GALV - 53,1;KITS BASCULANTE;7216.91.00;UN;477,9;645,17;669,06;4;21/07/2025
863;;PINO DE GIRO C/ROSCA 25MM;FIXADORES E SOLDA;8302.20.00;UN;9;13,5;13,5;17;23/07/2025
867;;GUIA STANLEY GALV COM 6 MT - 14,5;PORTAS DE AÇO;7216.91.00;BR;171,31;231,27;239,83;3,5;24/07/2025
868;;TELHA FORRO BRA/PRE 1 FACE;TELHAS;6811.82.00;MT;86,01;117;117;0;24/07/2025
869;;TELHA FORRO BRA/PRE 2 FACE;TELHAS;6811.82.00;MT;88,07;119;119;-0,1;24/07/2025
870;;TELHA FORRO AMAD 1 FACE;TELHAS;6811.82.00;MT;92,26;125;125;0;24/07/2025
871;;TELHA SAND 043 AMAD 2 FACE;TELHAS;6811.82.00;MT;92,8;126;126;0;24/07/2025
872;;TELHA FORRO AMAD 2 FACE;TELHAS;6811.82.00;MT;95;128,5;128,5;-5,04;24/07/2025
873;;CHUMBADOR PARABOLD 3/8 X 3 1/2;FIXADORES E SOLDA;7318.15.00;UN;3,52;5,5;5,5;100;25/07/2025
874;;DOBRADICA 2 S/A;DOBRADIÇAS;8302.10.00;UN;2,25;2,25;2,25;46;25/07/2025
875;;DOBRADICA 2 1/2 S/QAA;DOBRADIÇAS;8302.10.00;UN;3,08;3,08;3,08;48;25/07/2025
876;;DOBRADICA 3 X 2 1/2 C/A;DOBRADIÇAS;8302.10.00;UN;9,02;9,02;9,02;42;25/07/2025
877;;RETALHO DE TUBOS DIVERSOS;DIVERSOS;7306.61.00;KG;0,5;1;1;-7326,92;30/07/2025
878;;CHAPA 3/8 - 600 X 400;REPUXADOS E ESTAMPARIA;7308.90.10;UN;160;240;240;0;30/07/2025
881;;QUEROSENE ITAQUA 900ML;DIVERSOS;2710.19.19;UN;20;28;28;6;08/08/2025
882;;TELHA TRAP 40 X 050 (MTR);TELHAS;6811.82.00;UN;36,57;50;50;0;11/08/2025
964;;LUVA TRICOTADA MESCLADA IMBAT;CONEXÕES GALVANIZADAS;4203.29.00;PR;4,08;7;7;13;16/08/2025
967;;CUMEEIRA TRAP 40 NATURAL;DIVERSOS;6811.82.00;UN;30,9;41,8;41,8;0;19/08/2025
968;;CUMEEIRA TRAP 40/25 PINTADA;DIVERSOS;6811.82.00;UN;32,45;44;44;0;19/08/2025
975;;DOBRADICA 3 X 2 1/2 S/A;DOBRADIÇAS;3208.90.10;UN;6,76;6,76;6,76;9;22/08/2025
976;;TELHA TRAP 40 X 043 BRA/PRE (MTR);TELHAS;6811.82.00;M2;32,45;44;44;0;27/08/2025
977;;CANOPLA PLASTICA D 50 X 50 PR;DIVERSOS;3917.29.00;UN;1,75;3;3;14;28/08/2025
978;;PEAO P/ PORTAO CHAPA;PORTAS DE AÇO;8302.10.00;PC;2;3;3;42;28/08/2025
979;;GUIA LATERAL (28 X 28) 6MTR;PORTAS DE AÇO;7216.91.00;BR;45,6;62;62;6,5;01/09/2025
980;7,89386E+12;FECH STAM 501/03;TRINCOS E FECHADURAS;8301.40.00;PC;47,9;76,64;76,64;13;05/09/2025
981;7,89386E+12;FECH STAM 601/03;TRINCOS E FECHADURAS;8301.40.00;PC;46,3;74,08;74,08;7;05/09/2025
982;7,89386E+12;FECH STAM 803/03;TRINCOS E FECHADURAS;8301.40.00;PC;45,3;72,48;72,48;8;05/09/2025
983;;SAPATA (3MM) 70 X 70;DIVERSOS;7308.90.10;UN;2,5;4;4;0;09/09/2025
984;;PAINEL CARTOLA 0,43 X 3 M;PERFIS E CANTONEIRAS;7209.16.00;UN;160,93;160,93;160,93;-5;15/09/2025
985;;CAIXA DE CORREIO PLAST PR;REPUXADOS E ESTAMPARIA;3908.10.26;UN;16,5;25;25;17;30/09/2025
989;;DISCO FLAP 7 G 60 - STILEX - OK;DISCOS;6805.30.90;UN;14,5;36,25;37,7;8;01/10/2025
990;;REBITADOR MANUAL VDR;DIVERSOS;8205.59.00;UN;25,11;38;38;6;03/10/2025
991;;LUVA POLISTER PU VDR;CONEXÕES GALVANIZADAS;6116.10.00;PR;6,9;10,5;10,5;12;03/10/2025
